cpdID,cpdName,feature,ion,IonID,rt,rt_minutes,mz,mzMin,mzMax,rtMin,rtMax,Monoisotopic_mass,chemicalFormula,logPRDKit,HMDBClass,HMDBSubClass,HMDBDirectParent,HMDBID,LmapsCategory,LmapsMainclass,LMapsSubclass,LMapsID,KEGGID,chemspiderID,PubChemID,ChEBIID,InChI,InChIKey,MSIAnnotationLevel
RNEG-103,Phenol sulfate,1,[M-H],RNEG-103.1,180.6,3.01,172.99085,172.9882551,172.9934449,165.6,195.6,173.99868,C6H6O4S,-0.0448,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0060015,,,,NA,C02180,4601,74426,27905,"InChI=1S/C6H6O4S/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H,(H,7,8,9)",CTYRPMDGLDAWRQ-UHFFFAOYSA-N,1
RNEG-104,N-Isovaleroylglycine,1,[M-H],RNEG-104.1,184.2,3.07,158.08172,158.0793488,158.0840912,169.2,199.2,159.08954,C7H13NO3,-0.8754,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",N-acyl-alpha amino acids,HMDB0000678,,,,NA,NA,475516,546304,70984,"InChI=1S/C7H13NO3/c1-5(2)3-6(9)8-4-7(10)11/h5H,3-4H2,1-2H3,(H,8,9)(H,10,11)",ZRQXMKMBBMNNQC-UHFFFAOYSA-N,1
RNEG-105,N-Acetylphenylalanine,1,[M-H],RNEG-105.1,279.6,4.66,206.08172,206.0786288,206.0848112,264.6,294.6,207.08954,C11H13NO3,-0.2903,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,HMDB0000512,,,,NA,C03519,67404,74839,16259,"InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)/t10-/m0/s1",CBQJSKKFNMDLON-JTQLQIEISA-N,1
RNEG-106,4-Ethylphenylsulfate,1,[M-H],RNEG-106.1,343.8,5.73,201.02215,201.0191347,201.0251653,328.8,358.8,202.02998,C8H10O4S,0.0256,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0062551,,,,NA,NA,34448630,20822574,82932,"InChI=1S/C8H10O4S/c1-2-7-3-5-8(6-4-7)12-13(9,10)11/h3-6H,2H2,1H3,(H,9,10,11)",DWZGLEPNCRFCEP-UHFFFAOYSA-N ,1
RNEG-107,Thymol Sulfate,1,[M-H],RNEG-107.1,442.2,7.37,229.05346,229.0500242,229.0568958,427.2,457.2,230.06128,C10H14O4S,0.40302,Organic sulfuric acids and derivatives,Arylsulfates,Phenylsulfates,HMDB0062720,,,,NA,NA,10709958,12456386,82911,"InChI=1S/C10H14O4S/c1-7(2)9-5-4-8(3)6-10(9)14-15(11,12)13/h4-7H,1-3H3,(H,11,12,13)",NODSEPOUFZPJEQ-UHFFFAOYSA-N,1
RNEG-108,Dehydroisoandrosterone 3-glucuronide,1,[M-H],RNEG-108.1,445.8,7.43,463.23319,463.2262415,463.2401385,430.8,460.8,464.24102,C25H36O8,-1.6352,Steroids and steroid derivatives,Steroidal glycosides,Steroid glucuronide conjugates,HMDB0010327,Sterols [ST],Steroid conjugates [ST05],Glucuronides [ST0501],LMST05010064,NA,413525,53480448,NA,"InChI=1S/C25H36O8/c1-24-9-7-13(32-23-20(29)18(27)19(28)21(33-23)22(30)31)11-12(24)3-4-14-15-5-6-17(26)25(15,2)10-8-16(14)24/h3,13-16,18-21,23,27-29H,4-11H2,1-2H3,(H,30,31)/t13?,14?,15?,16?,18-,19-,20+,21?,23+,24?,25?/m0/s1",GLONBVCUAVPJFV-CLIRWHJISA-N,1
RNEG-109,Pregnenolone sulfate,1,[M-H],RNEG-109.1,588.6,9.81,396.19705,396.191107,396.202993,573.6,603.6,396.19705,C21H32O5S,0.2314,Steroids and steroid derivatives,Sulfated steroids,Sulfated steroids,HMDB0000774,,,,,NA,94802,105074,NA,"InChI=1S/C21H32O5S/c1-13(22)17-6-7-18-16-5-4-14-12-15(26-27(23,24)25)8-10-20(14,2)19(16)9-11-21(17,18)3/h4,15-19H,5-12H2,1-3H3,(H,23,24,25)/t15?,16-,17+,18-,19-,20-,21+/m0/s1",DIJBBUIOWGGQOP-OZIWPBGVSA-N,1
RNEG-110,2-Methylglutaric acid,1,[M-H],RNEG-110.1,168,2.8,145.05008,145.0479042,145.0522558,153,183,146.05791,C6H10O4,-1.0081,Fatty Acyls,Fatty acids and conjugates,Methyl-branched fatty acids,HMDB0000422,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],LMFA01170084,NA,11549,12046,68567,"InChI=1S/C6H10O4/c1-4(6(9)10)2-3-5(7)8/h4H,2-3H2,1H3,(H,7,8)(H,9,10)",AQYCMVICBNBXNA-UHFFFAOYSA-N,1
RNEG-111,3-Methoxytyrosine,1,[M-H],RNEG-111.1,106.2,1.77,210.07663,210.0734789,210.0797811,91.2,121.2,211.08446,C10H13NO4,-1.2105,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Tyrosine and derivatives,HMDB0001434,,,,NA,NA,1607,1670,172453,"InChI=1S/C10H13NO4/c1-15-9-5-6(2-3-8(9)12)4-7(11)10(13)14/h2-3,5,7,12H,4,11H2,1H3,(H,13,14)",PFDUUKDQEHURQC-UHFFFAOYSA-N,1
RNEG-112,7-Methylguanosine,1,[M-H],RNEG-112.1,123,2.05,296.09949,296.0950485,296.1039315,108,138,298.11514,C11H16N5O5,-3.60213,Purine nucleosides,,Purine nucleosides,HMDB0001107,,,,NA,NA,393054,135445750,20794,"InChI=1S/C11H15N5O5/c1-15-3-16(8-5(15)9(20)14-11(12)13-8)10-7(19)6(18)4(2-17)21-10/h3-4,6-7,10,17-19H,2H2,1H3,(H2-,12,13,14,20)/p+1/t4-,6-,7-,10-/m1/s1",OGHAROSJZRTIOK-KQYNXXCUSA-O,1
RNEG-113,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid (CMPF),1,[M-H],RNEG-113.1,486,8.1,239.09195,239.0883636,239.0955364,471,501,240.09977,C12H16O5,-0.06208,Fatty Acyls,Fatty acids and conjugates,Furanoid fatty acids,HMDB0061112,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Heterocyclic fatty acids [FA0115],LMFA01150004,NA,110498,123979,41254,"InChI=1S/C12H16O5/c1-3-4-8-7(2)11(12(15)16)9(17-8)5-6-10(13)14/h3-6H2,1-2H3,(H,13,14)(H,15,16)",WMCQWXZMVIETAO-UHFFFAOYSA-N,1
RNEG-114,Pyrraline,1,[M-H],RNEG-114.1,124.5,2.49,253.11883,253.1150332,253.1226268,109.5,139.5,254.12666,C12H18N2O4,-1.8056,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Alpha amino acids,HMDB0033143,,,,NA,NA,19980286,14274616,NA,"InChI=1S/C12H18N2O4/c13-11(12(17)18)3-1-2-6-14-9(7-15)4-5-10(14)8-16/h4-5,7,11,16H,1-3,6,8,13H2,(H,17,18)",VTYFITADLSVOAS-UHFFFAOYSA-N,1
RNEG-115,O-Sulfotyrosine,1,[M-H],RNEG-115.1,90,1.5,260.02288,260.0189797,260.0267803,75,105,261.03071,C9H11NO6S,-2.0628,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Phenylalanine and derivatives,HMDB0155722,,,,NA,NA,448617,514186,46215,"InChI=1S/C9H11NO6S/c10-8(9(11)12)5-6-1-3-7(4-2-6)16-17(13,14)15/h1-4,8H,5,10H2,(H,11,12)(H,13,14,15)/t8-/m0/s1",CIQHWLTYGMYQQR-QMMMGPOBSA-N ,1
RNEG-116,Glycodeoxycholic acid,1,[M-H],RNEG-116.1,606.6,10.11,448.3063,448.2995754,448.3130246,591.6,621.6,449.31412,C26H43NO5,-0.4232,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,HMDB0000631,,,,NA,C05464,17215983,22833539,NA,"InChI=1S/C26H43NO5/c1-15(4-9-23(30)27-14-24(31)32)19-7-8-20-18-6-5-16-12-17(28)10-11-25(16,2)21(18)13-22(29)26(19,20)3/h15-22,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15-,16-,17-,18?,19-,20?,21?,22+,25+,26-/m1/s1",WVULKSPCQVQLCU-ZMBDPXIHSA-N,1
RNEG-117,23-Norcholic acid,1,[M-H],RNEG-117.1,514.8,8.58,393.2641,393.258201,393.269999,499.8,529.8,394.27192,C23H38O5,-0.6183,NA,NA,NA,NA,Sterols [ST],Bile acids and derivatives [ST04],"C23 bile acids, alcohols, and derivatives [ST0406]",LMST04060019,NA,139637,158738,168310,"InChI=1S/C23H38O5/c1-12(8-20(27)28)15-4-5-16-21-17(11-19(26)23(15,16)3)22(2)7-6-14(24)9-13(22)10-18(21)25/h12-19,21,24-26H,4-11H2,1-3H3,(H,27,28)/t12-,13+,14-,15-,16+,17+,18-,19+,21+,22+,23-/m1/s1",SHUYNJFEXPRUGR-RTCCEZQESA-N,1
RNEG-118,7-Ketodeoxycholic acid,1,[M-H],RNEG-118.1,519,8.65,405.2641,405.258021,405.270179,504,534,406.27192,C24H38O5,-0.4107,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Dihydroxy bile acids, alcohols and derivatives",HMDB0000391,Sterols [ST],Bile acids and derivatives [ST04],"C24 bile acids, alcohols, and derivatives [ST0401]",LMST04010184,NA,163659,188292,16390,"InChI=1S/C24H38O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-18,20,22,25,27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,20+,22+,23+,24-/m1/s1",RHCPKKNRWFXMAT-RRWYKFPJSA-N,1
RNEG-119,Deoxycholic acid,1,[M-H],RNEG-119.1,654,10.9,391.28483,391.2789607,391.2906993,639,669,392.29266,C24H40O4,0.1643,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives","Dihydroxy bile acids, alcohols and derivatives",HMDB0000626,Sterols [ST],Bile acids and derivatives [ST04],"C24 bile acids, alcohols, and derivatives [ST0401]",LMST04010040,C04483,193196,222528,28834,"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1",KXGVEGMKQFWNSR-LLQZFEROSA-N,1
RNEG-120,Glycoursodeoxycholic acid-3-sulfate,1,[M-H],RNEG-120.1,447.6,7.46,528.26311,528.2551861,528.2710339,432.6,462.6,529.27094,C26H43NO8S,-1.1618,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,HMDB0002409,Sterols [ST],Steroid conjugates [ST05],Glycine conjugates [ST0503],LMST05030012,NA,19973535,21116917,89129,"InChI=1S/C26H43NO8S/c1-15(4-7-22(29)27-14-23(30)31)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(35-36(32,33)34)12-16(25)13-21(24)28/h15-21,24,28H,4-14H2,1-3H3,(H,27,29)(H,30,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21+,24+,25+,26-/m1/s1",DKXXSIJHWWVNMO-XROMFQGDSA-N ,1
RNEG-121,Glycodeoxycholic acid-3-sulfate,1,[M-H],RNEG-121.1,536.4,8.94,528.26311,528.2551861,528.2710339,521.4,551.4,529.27094,C26H43NO8S,-1.1618,NA,NA,NA,NA,,,,NA,NA,58827480,101602538,133678,"InChI=1S/C26H43NO8S/c1-15(4-9-23(29)27-14-24(30)31)19-7-8-20-18-6-5-16-12-17(35-36(32,33)34)10-11-25(16,2)21(18)13-22(28)26(19,20)3/h15-22,28H,4-14H2,1-3H3,(H,27,29)(H,30,31)(H,32,33,34)/t15-,16-,17-,18+,19-,20+,21+,22+,25+,26-/m1/s1",QJZCNFGUZPMYAX-BUXLTGKBSA-N ,1
RNEG-122,Glycochenodeoxycholic acid-3-sulfate,1,[M-H],RNEG-122.1,525.6,8.76,528.26311,528.2551861,528.2710339,510.6,540.6,529.27094,C26H43NO8S,-1.1618,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,HMDB0002497,,,,NA,NA,19991236,21125002,72733,"InChI=1S/C26H43NO8S/c1-15(4-7-22(29)27-14-23(30)31)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(35-36(32,33)34)12-16(25)13-21(24)28/h15-21,24,28H,4-14H2,1-3H3,(H,27,29)(H,30,31)(H,32,33,34)/t15-,16+,17-,18-,19+,20+,21-,24+,25+,26-/m1/s1",DKXXSIJHWWVNMO-GYPHWSFCSA-N,1
RNEG-123,Taurolithocholic acid 3-sulfate,1,[M-2H]2-,RNEG-123.1,535.8,8.93,280.6215,280.6172907,280.6257093,520.8,550.8,563.25866,C26H45NO8S2,-0.9661,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Taurinated bile acids and derivatives,HMDB0002580,Sterols [ST],Steroid conjugates,Sulfates [ST0502],LMST05020003,C03642,389078,440071,17864,"InChI=1S/C26H45NO8S2/c1-17(4-9-24(28)27-14-15-36(29,30)31)21-7-8-22-20-6-5-18-16-19(35-37(32,33)34)10-12-25(18,2)23(20)11-13-26(21,22)3/h17-23H,4-16H2,1-3H3,(H,27,28)(H,29,30,31)(H,32,33,34)/t17-,18-,19-,20+,21-,22+,23+,25+,26-/m1/s1",HSNPMXROZIQAQD-GBURMNQMSA-N,1
RNEG-124,Glycolithocholic acid-3-sulfate,1,[M-H],RNEG-124.1,609,10.15,512.2682,512.260516,512.275884,594,624,513.27602,C26H43NO7S,-0.5233,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,HMDB0002639,Sterols [ST],Steroid conjugates [ST05],Glycine conjugates [ST0503],LMST05030004,C11301,65188,72222,9347,"InChI=1S/C26H43NO7S/c1-16(4-9-23(28)27-15-24(29)30)20-7-8-21-19-6-5-17-14-18(34-35(31,32)33)10-12-25(17,2)22(19)11-13-26(20,21)3/h16-22H,4-15H2,1-3H3,(H,27,28)(H,29,30)(H,31,32,33)/t16-,17-,18-,19+,20-,21+,22+,25+,26-/m1/s1",FHXBAFXQVZOILS-OETIFKLTSA-N ,1
RNEG-125,Glycoursodeoxycholic acid,1,[M-H],RNEG-125.1,504,8.4,448.3063,448.2995754,448.3130246,489,519,449.31412,C26H43NO5,-0.4232,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,HMDB0000708,Sterols [ST],Steroid conjugates [ST05],Glycine conjugates [ST0503],LMST05030016,NA,19973534,12310288,89929,"InChI=1S/C26H43NO5/c1-15(4-7-22(30)27-14-23(31)32)18-5-6-19-24-20(9-11-26(18,19)3)25(2)10-8-17(28)12-16(25)13-21(24)29/h15-21,24,28-29H,4-14H2,1-3H3,(H,27,30)(H,31,32)/t15-,16+,17-,18-,19+,20+,21+,24+,25+,26-/m1/s1",GHCZAUBVMUEKKP-XROMFQGDSA-N,1
RNEG-126,Glycocholic acid,1,[M-H],RNEG-126.1,504,8.4,464.30121,464.2942455,464.3081745,489,519,465.30904,C26H43NO6,-1.0617,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Glycinated bile acids and derivatives,HMDB0000138,Sterols [ST],Steroid conjugates [ST05],Glycine conjugates [ST0503],LMST05030001,C01921,9734,10140,17687,"InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1",RFDAIACWWDREDC-FRVQLJSFSA-N,1
RNEG-127,3-Hydroxyisobutyric acid,1,[M-H],RNEG-127.1,95.4,1.59,103.03952,103.0379744,103.0410656,80.4,110.4,104.04734,C4H8O3,-1.0689,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives,HMDB0000023,,,,NA,C06001,389707,440873,37373,"InChI=1S/C4H8O3/c1-3(2-5)4(6)7/h3,5H,2H2,1H3,(H,6,7)/t3-/m0/s1",DBXBTMSZEOQQDU-VKHMYHEASA-N,1
RNEG-128,2-Hydroxy-3-methylbutyric acid,1,[M-H],RNEG-128.1,164.4,2.74,117.05517,117.0534142,117.0569258,149.4,179.4,118.06299,C5H10O3,-0.9264,Fatty Acyls,Fatty acids and conjugates,Hydroxy fatty acids,HMDB0000407,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],LMFA01050478,NA,90190,99823,60645,"InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)",NGEWQZIDQIYUNV-UHFFFAOYSA-N,1
RNEG-129,3-Hydroxyisovaleric acid,1,[M-H],RNEG-129.1,126,2.1,117.05517,117.0534142,117.0569258,111,141,118.06299,C5H10O3,-0.7823,Fatty Acyls,Fatty acids and conjugates,Hydroxy fatty acids,HMDB0000754,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],LMFA01050396,NA,62571,69362,37084,"InChI=1S/C5H10O3/c1-5(2,8)3-4(6)7/h8H,3H2,1-2H3,(H,6,7)",AXFYFNCPONWUHW-UHFFFAOYSA-N,1
